strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
070900060303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070900060701,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000090303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200020202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030502010504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030801020105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501100104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602020602,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070801020805,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100080405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030101070504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030201010901,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030901011202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050200040502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601040606,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000040602,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120701020105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030702040201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070700031601,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070700051104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070900060204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200020402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700040901,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500020205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110701060402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111303020807,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080102100303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031403030401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100050401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071401060303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
103001011106,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121002020306,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602010102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041100020103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070600060804,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070801010204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080602050403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030201020303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080102040402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400080402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030300060806,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101701010803,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102200020601,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111101050804,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701010501,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050800020505,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051402060101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080403040202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080500030506,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080601000501,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102801011704,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020306,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300090304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120401010402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050100080107,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050301030806,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050301050308,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050600011302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111102060503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120301010507,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
011000040213,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300011104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020401040901,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051301040605,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102040301,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080203030504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030601040501,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
103001011103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110902020508,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700041105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030401020105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030401020206,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300050203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300080101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070802051103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300101003,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110702090506,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300090102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101070401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300090503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102200020604,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051100011107,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040802030204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050400010503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050400060408,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051202010405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110702080103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030401020101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102702020505,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111302030407,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030201010702,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030501120404,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602010102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050702010102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201030509,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051301030402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701060203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120301060506,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030402061003,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030902040906,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601110201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201011503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101702040107,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100070406,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050600021105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201080101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080801030403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110702080303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602030603,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031800021003,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041100030402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300080603,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110500020709,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040302030204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050902021001,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400070803,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071401061015,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051401040402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070200110104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071200070109,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110500030502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030501060503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050600021102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050902030105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030902050403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060200011202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080401030903,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102901020402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020401010604,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030101010404,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701010803,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601010502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102701020105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110702010203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030801011802,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041201040403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200040504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070600040903,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070801050805,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031403020403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031502030202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500070210,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050400040401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100041108,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300050107,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120302021201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020401060701,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100020104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080203020403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102801011402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110702090503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110702090807,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031402011203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000070203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080801020308,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801090301,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601060102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500090603,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070700050303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080703000208,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020600031002,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031001020403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050100010803,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400020204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111101020302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300060701,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102200030402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500010804,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111402010501,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120301070104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201080506,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070200090103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601060101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100011301,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110702010305,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120701030301,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020402030203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110701030307,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121001020303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050301030405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102200020403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102040103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041300010501,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010507,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051202050502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111403030208,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051100010303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300010805,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030501090102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030702050104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040802030111,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060200030104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070600011003,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120701030105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051402050201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030502030207,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041201030304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080203030601,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120602020106,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050400060403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051402050303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051402050501,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102901050304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020600020703,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121004030100,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060400040103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300010903,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110500030503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050200020105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080403040603,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102002030302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602020101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050702020101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102040102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080203030508,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080402040607,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030101020703,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050100090105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080202040707,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020402030207,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501040201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601100202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120902050103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020403010705,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060300050402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080802020503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300100502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071401061204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020502020207,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701031105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051002010707,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100041001,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100070202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100020602,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080505,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030501051506,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030501060103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500040206,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111101040107,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120302010104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101080203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102901080806,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120902050205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020403010701,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030102050704,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602010608,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031403040502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050702010608,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060200010401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100070102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
011000060301,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700050502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400070906,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120301010510,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120602011105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050302020403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120301090307,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030501010601,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501060407,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031800040704,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050100040502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500090201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102020101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071402030504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080703000305,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100020108,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030502040102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601020805,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050301060106,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050800030711,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201130904,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400090403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020403010103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030401030505,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040400030304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071402040703,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700040905,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201111603,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070700040205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000040706,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071200010406,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080903020801,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100040402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080402040605,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051302010603,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120401030308,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601080402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070600050202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
