strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
020600060101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200010701,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601010901,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080202020204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110902040306,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121003040302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041300030405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051100020108,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010505,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071200021305,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120602011002,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101030508,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071402040610,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080401030104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000060404,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000111405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080401020103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102901030102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120301010302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030202010903,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041300030205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051302060101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080203020405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100040504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200010701,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100080203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110702050201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111402090304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020301050103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111401050601,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030201040505,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030702030101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101050601,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080602040201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080702020402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701050401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080102050103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080102100201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300090702,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801060303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030902040800,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080602050203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080801020506,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100070101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100140402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111003030308,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070500040403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070900040603,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000030302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071200020303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500030805,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110701040102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111302030606,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030402060102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030502071101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701020401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700050106,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040900030312,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030402040604,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030801012001,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201090508,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080302010505,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111401040110,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501100101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070900050605,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020802010405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300051204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201011505,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300120207,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700020705,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201130708,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200060406,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700030701,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601080102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050902030902,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080302011001,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080902010304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102901010403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030101070404,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031403040205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041401010206,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050200040604,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080302060704,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030501110104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070500050304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080500030507,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300110302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050901010801,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102200030702,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031402020603,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020302010201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701020105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300030901,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030202040805,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400050102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000040601,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000070201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300100302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501070104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101110201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030402010707,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051202011105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120702010406,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020301020201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701021006,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050902020203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070802070304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080302060605,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500050102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050901040503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100060208,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102902030104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111402050203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120701040104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602040201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050702040201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020403020401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602020403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050702020403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051100010702,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120100050106,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120301060205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080905,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050200060103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051202010703,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100010502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300050201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100080211,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070900020304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300020204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080402030805,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400120901,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110300130205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070600050307,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070900050202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000040402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071402030603,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020802060903,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030300020204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031101030102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060200011103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101702040403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120100020206,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200050202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000100302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051401010801,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071100050302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
011000020108,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040301,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031002070504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000030703,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071200011604,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080302060802,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030102050503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070600030502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070600050503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300011302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080401020703,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111003030707,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300090502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300090801,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201060103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101600101904,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111401090801,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030605,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050200050404,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050902010403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080102070402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200050405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000111201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201081203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201121004,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120602040106,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050400011703,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070700031602,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051100010402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051402040104,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020503050306,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060300010304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070500010801,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070500060205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080903010505,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111003010709,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500011507,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020302020404,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030101060102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030300020106,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701031401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080302050502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050100020406,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071401070206,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080801020607,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
103001040404,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060400030504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070600040102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111303030802,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020402030401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201080504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110701060605,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111101040105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111101040407,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111101040602,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801110202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080500030301,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030601060503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102060506,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051401041303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080801020103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111403070208,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601040302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070900070202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000081404,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501040407,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051202030101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070500051007,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080403010301,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102001030507,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400100405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120602040405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102060402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102002030103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030902040202,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080500010903,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080102070501,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030501070103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060300050605,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501050602,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400120107,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111003010705,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111102010504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020503060801,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040400020103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
103001021106,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
103002000205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110300170401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102701030408,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602030305,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030801031503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050702030305,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070700031101,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120302010703,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601070304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051100050305,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051402060604,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080302050403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400070401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070900060601,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111402030105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111402030502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400020804,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200020301,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120902010301,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030801030603,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401030803,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602010402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031402010503,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070802040306,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
101701021004,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041201040401,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050600020203,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051100040405,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111401030504,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030401010703,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040900050304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051401020902,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
103001021508,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121003030304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020802070201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030201020403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030801021303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000070201,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070102060802,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110902020302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111403010402,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602010204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050702010204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101010403,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110500020906,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041402010205,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201110303,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801060502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050200050803,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070802050304,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031602040302,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000080502,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050100070602,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050600011103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102020102,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071300090105,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080703000103,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102300031204,bRBWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
